"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","FREQUENCY","SCALE","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
"IMF.RES:WEO(9.0.0)","LBN.GGXWDG_NGDP.A","OBS_VALUE","Lebanon","Gross debt, General government, Percent of GDP","Annual","Units","146.403","149.979","155.081","172.100","148.709","358.193","244.627","192.776","163.760",""
"IMF.RES:WEO(9.0.0)","LBN.NGDPDPC.A","OBS_VALUE","Lebanon","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","8172.768","8680.307","9225.506","8808.242","4410.402","3537.129","4508.052","4409.357","5282.154",""
"IMF.RES:WEO(9.0.0)","OMN.GGXWDG_NGDP.A","OBS_VALUE","Oman","Gross debt, General government, Percent of GDP","Annual","Units","29.338","40.106","44.691","52.464","67.902","61.873","41.673","37.488","35.515","35.050"
"IMF.RES:WEO(9.0.0)","WBG.NGDPDPC.A","OBS_VALUE","West Bank and Gaza","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","3325.846","3407.307","3353.225","3442.754","3044.744","3464.383","3579.222","3254.867","2442.539",""
"IMF.RES:WEO(9.0.0)","SAU.NGDPDPC.A","OBS_VALUE","Saudi Arabia","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","22267.722","23929.282","29360.031","29566.714","24318.285","31920.765","38510.236","36156.848","35121.670","35230.932"
"IMF.RES:WEO(9.0.0)","ARE.GGXWDG_NGDP.A","OBS_VALUE","United Arab Emirates","Gross debt, General government, Percent of GDP","Annual","Units","18.638","21.167","20.675","25.817","30.118","35.667","31.513","31.909","34.944","33.953"
"IMF.RES:WEO(9.0.0)","SAU.NID_NGDP.A","OBS_VALUE","Saudi Arabia","Gross capital formation, Percent of GDP","Annual","Units","28.117","25.476","22.373","25.552","23.336","26.343","26.516","29.202","30.237","31.201"
"IMF.RES:WEO(9.0.0)","WBG.NID_NGDP.A","OBS_VALUE","West Bank and Gaza","Gross capital formation, Percent of GDP","Annual","Units","25.253","27.573","28.327","26.801","24.304","25.451","26.523","25.597","23.470",""
"IMF.RES:WEO(9.0.0)","SAU.GGXWDG_NGDP.A","OBS_VALUE","Saudi Arabia","Gross debt, General government, Percent of GDP","Annual","Units","12.248","15.946","16.843","20.338","29.663","25.455","21.308","22.984","26.153","29.212"
"IMF.RES:WEO(9.0.0)","EGY.GGXWDG_NGDP.A","OBS_VALUE","Egypt, Arab Republic of","Gross debt, General government, Percent of GDP","Annual","Units","91.586","97.800","87.949","80.092","86.222","89.903","88.534","95.930","90.926","86.970"
"IMF.RES:WEO(9.0.0)","ARE.NGDPDPC.A","OBS_VALUE","United Arab Emirates","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","41800.681","43304.547","46974.083","45615.088","38448.752","42839.579","49704.159","48941.279","50216.313","51347.902"
"IMF.RES:WEO(9.0.0)","BGD.GGXWDG_NGDP.A","OBS_VALUE","Bangladesh","Gross debt, General government, Percent of GDP","Annual","Units","27.720","28.306","29.553","31.951","34.509","35.614","37.863","39.726","40.972","40.273"
"IMF.RES:WEO(9.0.0)","BGD.NGDPDPC.A","OBS_VALUE","Bangladesh","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","1679.021","1839.755","1991.739","2154.227","2270.348","2497.741","2730.846","2651.738","2618.677","2734.098"
"IMF.RES:WEO(9.0.0)","BTN.GGXWDG_NGDP.A","OBS_VALUE","Bhutan","Gross debt, General government, Percent of GDP","Annual","Units","102.987","104.079","103.394","100.775","116.010","124.470","119.859","117.051","110.442","105.612"
"IMF.RES:WEO(9.0.0)","WBG.GGXWDG_NGDP.A","OBS_VALUE","West Bank and Gaza","Gross debt, General government, Percent of GDP","Annual","Units","31.027","31.785","33.145","34.469","47.080","50.176","47.121","48.504","65.573",""
"IMF.RES:WEO(9.0.0)","EGY.NID_NGDP.A","OBS_VALUE","Egypt, Arab Republic of","Gross capital formation, Percent of GDP","Annual","Units","17.445","18.734","20.625","20.650","18.820","18.212","19.856","16.490","12.997","10.918"
"IMF.RES:WEO(9.0.0)","YEM.NGDPDPC.A","OBS_VALUE","Yemen, Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","975.359","811.166","633.887","623.376","559.565","522.174","615.702","492.813","470.656","415.379"
"IMF.RES:WEO(9.0.0)","G505.NID_NGDP.A","OBS_VALUE","Emerging and Developing Asia","Gross capital formation, Percent of GDP","Annual","Units","38.380","38.894","39.903","38.817","38.338","39.445","39.241","38.039","37.572","36.051"
"IMF.RES:WEO(9.0.0)","YEM.NID_NGDP.A","OBS_VALUE","Yemen, Republic of","Gross capital formation, Percent of GDP","Annual","Units","1.402","2.084","5.829","6.468","5.611","5.614","5.418","5.478","5.399","6.089"
"IMF.RES:WEO(9.0.0)","G505.GGXWDG_NGDP.A","OBS_VALUE","Emerging and Developing Asia","Gross debt, General government, Percent of GDP","Annual","Units","50.424","53.646","54.948","58.190","68.050","68.921","72.320","76.829","81.400","86.953"
"IMF.RES:WEO(9.0.0)","YEM.GGXWDG_NGDP.A","OBS_VALUE","Yemen, Republic of","Gross debt, General government, Percent of GDP","Annual","Units","76.505","83.789","86.897","91.478","86.997","75.914","65.313","77.860","70.940","71.361"
"IMF.RES:WEO(9.0.0)","BTN.NID_NGDP.A","OBS_VALUE","Bhutan","Gross capital formation, Percent of GDP","Annual","Units","56.414","55.248","54.090","49.879","42.677","41.885","50.389","50.242","44.746","57.143"
"IMF.RES:WEO(9.0.0)","MMR.NGDPDPC.A","OBS_VALUE","Myanmar","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","1202.575","1255.257","1272.960","1410.358","1433.067","1021.874","1239.922","1139.912","1122.468","1097.473"
"IMF.RES:WEO(9.0.0)","MMR.NID_NGDP.A","OBS_VALUE","Myanmar","Gross capital formation, Percent of GDP","Annual","Units","33.891","33.249","31.366","31.366","31.366","31.366","31.366","31.366","31.366","31.366"
"IMF.RES:WEO(9.0.0)","BRN.NGDPDPC.A","OBS_VALUE","Brunei Darussalam","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","27321.997","28443.168","31074.010","29865.278","27174.730","31781.303","37452.922","33507.412","33947.599","33858.364"
"IMF.RES:WEO(9.0.0)","G510.NID_NGDP.A","OBS_VALUE","ASEAN-5","Gross capital formation, Percent of GDP","Annual","Units","28.182","28.672","28.933","27.905","25.709","27.239","26.771","25.787","26.105","25.097"
"IMF.RES:WEO(9.0.0)","BGD.NID_NGDP.A","OBS_VALUE","Bangladesh","Gross capital formation, Percent of GDP","Annual","Units","30.240","30.947","31.823","32.214","31.308","31.019","32.047","30.951","30.700","27.802"
"IMF.RES:WEO(9.0.0)","AFG.NGDPDPC.A","OBS_VALUE","Afghanistan, Islamic Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","520.267","529.773","499.799","499.762","516.664","356.063","355.411","408.721","416.850",""
"IMF.RES:WEO(9.0.0)","AFG.NID_NGDP.A","OBS_VALUE","Afghanistan, Islamic Republic of","Gross capital formation, Percent of GDP","Annual","Units","19.283","18.481","18.047","18.192","17.011","12.987","16.668","15.244","11.164",""
"IMF.RES:WEO(9.0.0)","AFG.GGXWDG_NGDP.A","OBS_VALUE","Afghanistan, Islamic Republic of","Gross debt, General government, Percent of GDP","Annual","Units","8.437","7.998","7.384","6.136","7.331","11.151","10.751","8.415","8.804",""
"IMF.RES:WEO(9.0.0)","G510.GGXWDG_NGDP.A","OBS_VALUE","ASEAN-5","Gross debt, General government, Percent of GDP","Annual","Units","46.584","47.129","48.377","50.140","61.598","65.683","67.411","70.371","71.795","72.937"
"IMF.RES:WEO(9.0.0)","BTN.NGDPDPC.A","OBS_VALUE","Bhutan","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","3016.073","3270.276","3491.905","3423.374","3358.656","3382.034","3674.000","3723.566","3920.639","4285.191"
"IMF.RES:WEO(9.0.0)","LKA.NGDPDPC.A","OBS_VALUE","Sri Lanka","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","4150.367","4401.055","4360.149","4082.694","3846.175","3999.337","3330.292","3698.382","4324.872",""
"IMF.RES:WEO(9.0.0)","TWN.GGXWDG_NGDP.A","OBS_VALUE","Taiwan Province of China","Gross debt, General government, Percent of GDP","Annual","Units","35.364","34.458","33.831","32.612","31.958","30.086","29.483","29.044","26.346","23.420"
"IMF.RES:WEO(9.0.0)","BRN.NID_NGDP.A","OBS_VALUE","Brunei Darussalam","Gross capital formation, Percent of GDP","Annual","Units","34.620","34.805","41.067","38.678","40.588","31.273","25.851","29.628","27.678","31.649"
"IMF.RES:WEO(9.0.0)","KHM.NID_NGDP.A","OBS_VALUE","Cambodia","Gross capital formation, Percent of GDP","Annual","Units","30.385","30.633","30.739","31.395","31.351","30.379","35.258","33.294","32.186","33.533"
"IMF.RES:WEO(9.0.0)","KHM.NGDPDPC.A","OBS_VALUE","Cambodia","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","1735.785","1888.070","2097.235","2281.377","2136.009","2217.723","2320.719","2492.644","2682.954","2812.212"
"IMF.RES:WEO(9.0.0)","MMR.GGXWDG_NGDP.A","OBS_VALUE","Myanmar","Gross debt, General government, Percent of GDP","Annual","Units","35.701","41.878","39.916","37.625","49.125","63.423","56.070","59.061","59.340","63.516"
"IMF.RES:WEO(9.0.0)","KHM.GGXWDG_NGDP.A","OBS_VALUE","Cambodia","Gross debt, General government, Percent of GDP","Annual","Units","21.790","22.641","21.089","20.835","25.227","25.942","25.524","26.278","25.897","27.840"
"IMF.RES:WEO(9.0.0)","TLS.NID_NGDP.A","OBS_VALUE","Timor-Leste, Democratic Republic of","Gross capital formation, Percent of GDP","Annual","Units","39.834","35.618","35.906","26.764","16.453","14.393","10.595","20.472","17.298","17.824"
"IMF.RES:WEO(9.0.0)","KOR.GGXWDG_NGDP.A","OBS_VALUE","Korea, Republic of","Gross debt, General government, Percent of GDP","Annual","Units","39.144","38.011","37.854","39.730","45.915","47.988","49.798","50.539","49.815","53.370"
"IMF.RES:WEO(9.0.0)","HKG.NID_NGDP.A","OBS_VALUE","Hong Kong Special Administrative Region, People's Republic of China","Gross capital formation, Percent of GDP","Annual","Units","21.507","22.069","21.995","18.190","18.982","16.776","15.230","16.140","15.798","15.483"
"IMF.RES:WEO(9.0.0)","TWN.NGDPDPC.A","OBS_VALUE","Taiwan Province of China","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","23070.733","25102.094","25888.836","25992.849","28727.743","33238.717","32909.322","32336.502","34059.670","37826.616"
"IMF.RES:WEO(9.0.0)","HKG.GGXWDG_NGDP.A","OBS_VALUE","Hong Kong Special Administrative Region, People's Republic of China","Gross debt, General government, Percent of GDP","Annual","Units","0.059","0.055","0.052","0.267","0.997","1.938","4.276","6.328","9.245","11.656"
"IMF.RES:WEO(9.0.0)","LKA.GGXWDG_NGDP.A","OBS_VALUE","Sri Lanka","Gross debt, General government, Percent of GDP","Annual","Units","75.000","72.260","83.585","82.594","96.881","102.669","115.942","110.376","100.840",""
"IMF.RES:WEO(9.0.0)","TWN.NID_NGDP.A","OBS_VALUE","Taiwan Province of China","Gross capital formation, Percent of GDP","Annual","Units","21.632","20.917","22.131","23.529","23.921","27.314","28.024","24.506","26.684","25.197"
"IMF.RES:WEO(9.0.0)","LKA.NID_NGDP.A","OBS_VALUE","Sri Lanka","Gross capital formation, Percent of GDP","Annual","Units","36.453","39.727","38.057","34.109","32.871","36.733","27.272","24.585","26.959",""
"IMF.RES:WEO(9.0.0)","HKG.NGDPDPC.A","OBS_VALUE","Hong Kong Special Administrative Region, People's Republic of China","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","43488.204","46025.665","48310.038","48277.982","46446.056","49848.567","47999.297","50617.438","54244.111","56843.908"
"IMF.RES:WEO(9.0.0)","LAO.GGXWDG_NGDP.A","OBS_VALUE","Lao People's Democratic Republic","Gross debt, General government, Percent of GDP","Annual","Units","54.474","57.198","60.588","69.129","75.972","92.858","130.731","116.537","100.477","90.675"
"IMF.RES:WEO(9.0.0)","MAC.NGDPDPC.A","OBS_VALUE","Macao Special Administrative Region, People's Republic of China","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","69887.827","77145.531","82695.455","81051.045","37100.934","45329.599","37155.396","66991.283","72906.947","74920.670"
"IMF.RES:WEO(9.0.0)","MAC.NID_NGDP.A","OBS_VALUE","Macao Special Administrative Region, People's Republic of China","Gross capital formation, Percent of GDP","Annual","Units","21.848","19.583","17.248","14.140","26.088","22.816","23.128","15.449","14.457","14.820"
"IMF.RES:WEO(9.0.0)","MYS.NGDPDPC.A","OBS_VALUE","Malaysia","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","9523.321","9965.122","11079.614","11228.291","10400.225","11474.232","12490.212","12097.990","12618.720","13900.839"
"IMF.RES:WEO(9.0.0)","KOR.NGDPDPC.A","OBS_VALUE","Korea, Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","30825.524","33296.984","35363.952","33826.944","33653.202","37518.465","34822.406","35674.095","36238.640","35962.344"
"IMF.RES:WEO(9.0.0)","IDN.NID_NGDP.A","OBS_VALUE","Indonesia","Gross capital formation, Percent of GDP","Annual","Units","33.859","33.711","34.571","33.780","32.343","31.449","29.745","30.343","31.396","31.247"
"IMF.RES:WEO(9.0.0)","IND.GGXWDG_NGDP.A","OBS_VALUE","India","Gross debt, General government, Percent of GDP","Annual","Units","68.903","69.667","70.372","75.063","88.432","83.473","82.166","80.723","81.644","81.361"
"IMF.RES:WEO(9.0.0)","IDN.NGDPDPC.A","OBS_VALUE","Indonesia","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","3604.990","3885.967","3945.583","4192.768","3919.465","4351.304","4784.207","4919.943","4958.385","5074.049"
"IMF.RES:WEO(9.0.0)","IND.NID_NGDP.A","OBS_VALUE","India","Gross capital formation, Percent of GDP","Annual","Units","30.172","30.982","32.343","30.096","28.922","32.116","33.619","33.362","32.914","32.518"
"IMF.RES:WEO(9.0.0)","IND.NGDPDPC.A","OBS_VALUE","India","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","1707.509","1950.104","1966.255","2041.428","1907.043","2239.614","2347.448","2530.121","2694.738","2818.027"
"IMF.RES:WEO(9.0.0)","TLS.NGDPDPC.A","OBS_VALUE","Timor-Leste, Democratic Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","1348.157","1278.331","1231.390","1577.681","1646.363","2708.106","2356.239","1510.638","1447.684","1507.874"
"IMF.RES:WEO(9.0.0)","IDN.GGXWDG_NGDP.A","OBS_VALUE","Indonesia","Gross debt, General government, Percent of GDP","Annual","Units","27.955","29.396","30.423","30.563","39.747","41.140","40.141","39.601","40.166","40.828"
"IMF.RES:WEO(9.0.0)","NPL.GGXWDG_NGDP.A","OBS_VALUE","Nepal","Gross debt, General government, Percent of GDP","Annual","Units","24.957","24.989","31.088","34.030","43.307","43.285","42.730","46.962","48.333","49.285"
"IMF.RES:WEO(9.0.0)","MDV.GGXWDG_NGDP.A","OBS_VALUE","Maldives","Gross debt, General government, Percent of GDP","Annual","Units","61.880","63.752","70.653","77.203","155.665","123.417","111.623","122.394","133.320","131.819"
"IMF.RES:WEO(9.0.0)","NPL.NGDPDPC.A","OBS_VALUE","Nepal","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","877.256","1034.284","1179.198","1203.143","1154.217","1252.832","1385.911","1382.331","1447.310","1535.241"
"IMF.RES:WEO(9.0.0)","PLW.GGXWDG_NGDP.A","OBS_VALUE","Palau, Republic of","Gross debt, General government, Percent of GDP","Annual","Units","23.740","26.911","29.541","30.489","52.082","69.945","68.934","76.435","66.262","63.070"
"IMF.RES:WEO(9.0.0)","LAO.NGDPDPC.A","OBS_VALUE","Lao People's Democratic Republic","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","2307.838","2437.127","2551.830","2602.623","2528.997","2495.962","2022.383","1979.790","2069.915","2174.391"
"IMF.RES:WEO(9.0.0)","MYS.GGXWDG_NGDP.A","OBS_VALUE","Malaysia","Gross debt, General government, Percent of GDP","Annual","Units","55.787","54.395","55.646","57.083","67.693","69.162","65.464","69.707","70.084","70.438"
"IMF.RES:WEO(9.0.0)","KOR.NID_NGDP.A","OBS_VALUE","Korea, Republic of","Gross capital formation, Percent of GDP","Annual","Units","29.982","31.965","31.249","31.196","31.525","32.493","33.325","31.891","29.974","29.585"
"IMF.RES:WEO(9.0.0)","MYS.NID_NGDP.A","OBS_VALUE","Malaysia","Gross capital formation, Percent of GDP","Annual","Units","25.996","25.547","23.897","21.048","19.658","22.126","23.586","22.802","21.954","21.909"
"IMF.RES:WEO(9.0.0)","THA.NGDPDPC.A","OBS_VALUE","Thailand","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","5993.308","6593.816","7298.941","7812.886","7169.943","7236.434","7072.748","7350.890","7493.200","7942.299"
"IMF.RES:WEO(9.0.0)","SGP.NGDPDPC.A","OBS_VALUE","Singapore","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","57005.574","61236.251","66881.623","65952.022","61410.094","80056.109","90299.091","85412.252","90674.044","94480.797"
"IMF.RES:WEO(9.0.0)","SGP.NID_NGDP.A","OBS_VALUE","Singapore","Gross capital formation, Percent of GDP","Annual","Units","26.397","27.277","24.775","24.501","22.805","24.019","22.214","21.244","22.200","21.340"
"IMF.RES:WEO(9.0.0)","PAK.NID_NGDP.A","OBS_VALUE","Pakistan","Gross capital formation, Percent of GDP","Annual","Units","15.936","16.333","17.068","15.500","14.816","14.535","15.561","13.968","13.137","13.755"
"IMF.RES:WEO(9.0.0)","PLW.NGDPDPC.A","OBS_VALUE","Palau, Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","17182.542","16434.026","16341.806","15993.168","14696.881","13394.785","14055.906","15692.226","18276.975","19456.088"
"IMF.RES:WEO(9.0.0)","MDV.NGDPDPC.A","OBS_VALUE","Maldives","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","12435.588","13373.779","14762.266","15374.179","9803.066","13632.494","15782.056","16637.107","17454.010","18683.902"
"IMF.RES:WEO(9.0.0)","PAK.GGXWDG_NGDP.A","OBS_VALUE","Pakistan","Gross debt, General government, Percent of GDP","Annual","Units","62.065","62.142","66.321","78.712","80.805","74.749","77.318","78.508","70.387","71.554"
"IMF.RES:WEO(9.0.0)","MDV.NID_NGDP.A","OBS_VALUE","Maldives","Gross capital formation, Percent of GDP","Annual","Units","39.766","42.820","48.970","43.161","35.512","25.186","32.990","32.732","38.503","38.561"
"IMF.RES:WEO(9.0.0)","PAK.NGDPDPC.A","OBS_VALUE","Pakistan","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","1566.625","1653.406","1698.034","1500.683","1376.512","1565.575","1651.323","1454.117","1574.095","1706.912"
"IMF.RES:WEO(9.0.0)","NPL.NID_NGDP.A","OBS_VALUE","Nepal","Gross capital formation, Percent of GDP","Annual","Units","28.241","37.325","39.548","41.379","30.440","35.164","37.644","31.149","30.399","31.103"
"IMF.RES:WEO(9.0.0)","DJI.NID_NGDP.A","OBS_VALUE","Djibouti","Gross capital formation, Percent of GDP","Annual","Units","21.936","21.633","2.787","2.281","-0.249","-15.678","-10.596","-3.240","1.402","11.626"
"IMF.RES:WEO(9.0.0)","THA.GGXWDG_NGDP.A","OBS_VALUE","Thailand","Gross debt, General government, Percent of GDP","Annual","Units","41.745","41.777","41.941","41.063","49.420","58.350","60.547","62.321","63.201","64.935"
"IMF.RES:WEO(9.0.0)","PLW.NID_NGDP.A","OBS_VALUE","Palau, Republic of","Gross capital formation, Percent of GDP","Annual","Units","28.918","32.779","28.797","34.573","42.155","37.913","44.222","35.699","34.885","31.056"
"IMF.RES:WEO(9.0.0)","PHL.NGDPDPC.A","OBS_VALUE","Philippines","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","3107.646","3153.314","3279.519","3512.195","3312.739","3580.009","3644.792","3905.419","4078.977","4320.557"
"IMF.RES:WEO(9.0.0)","SGP.GGXWDG_NGDP.A","OBS_VALUE","Singapore","Gross debt, General government, Percent of GDP","Annual","Units","106.306","107.646","109.373","127.911","148.205","141.730","154.303","172.798","173.507","175.614"
"IMF.RES:WEO(9.0.0)","PHL.GGXWDG_NGDP.A","OBS_VALUE","Philippines","Gross debt, General government, Percent of GDP","Annual","Units","37.376","38.130","37.147","36.973","51.644","57.005","57.389","56.484","56.627","58.170"
"IMF.RES:WEO(9.0.0)","PHL.NID_NGDP.A","OBS_VALUE","Philippines","Gross capital formation, Percent of GDP","Annual","Units","24.619","25.559","27.151","26.402","17.433","21.141","24.686","23.406","23.685","22.887"
"IMF.RES:WEO(9.0.0)","THA.NID_NGDP.A","OBS_VALUE","Thailand","Gross capital formation, Percent of GDP","Annual","Units","21.105","22.934","25.220","23.815","23.755","28.669","27.858","22.461","21.581","17.707"
"IMF.RES:WEO(9.0.0)","AGO.NID_NGDP.A","OBS_VALUE","Angola","Gross capital formation, Percent of GDP","Annual","Units","28.216","32.769","30.796","30.884","35.915","36.138","33.386","33.069","33.530","35.481"
"IMF.RES:WEO(9.0.0)","AGO.GGXWDG_NGDP.A","OBS_VALUE","Angola","Gross debt, General government, Percent of GDP","Annual","Units","66.670","60.492","82.541","101.373","119.145","74.292","56.108","72.410","59.913","62.366"
"IMF.RES:WEO(9.0.0)","G603.GGXWDG_NGDP.A","OBS_VALUE","Sub-Saharan Africa (SSA)","Gross debt, General government, Percent of GDP","Annual","Units","38.202","40.251","42.554","44.805","51.900","51.883","52.627","57.345","59.068","58.526"
"IMF.RES:WEO(9.0.0)","VNM.GGXWDG_NGDP.A","OBS_VALUE","Vietnam","Gross debt, General government, Percent of GDP","Annual","Units","47.880","46.621","43.798","40.993","41.319","39.237","34.923","34.257","31.268","32.045"
"IMF.RES:WEO(9.0.0)","VNM.NID_NGDP.A","OBS_VALUE","Vietnam","Gross capital formation, Percent of GDP","Annual","Units","31.725","32.305","32.019","31.980","31.916","32.896","32.340","31.647","30.563","30.896"
"IMF.RES:WEO(9.0.0)","VNM.NGDPDPC.A","OBS_VALUE","Vietnam","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","2720.168","2957.899","3216.254","3439.102","3548.892","3756.885","4132.930","4316.740","4535.756","4744.725"
"IMF.RES:WEO(9.0.0)","DJI.GGXWDG_NGDP.A","OBS_VALUE","Djibouti","Gross debt, General government, Percent of GDP","Annual","Units","45.923","47.990","47.462","41.125","42.058","40.278","38.298","35.437","32.857","30.491"
"IMF.RES:WEO(9.0.0)","DJI.NGDPDPC.A","OBS_VALUE","Djibouti","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","2803.689","2926.153","3038.268","3172.748","3182.318","3385.359","3506.369","3804.163","4114.138","4368.540"
"IMF.RES:WEO(9.0.0)","G603.NID_NGDP.A","OBS_VALUE","Sub-Saharan Africa (SSA)","Gross capital formation, Percent of GDP","Annual","Units","19.331","19.612","19.903","21.754","21.362","21.021","21.500","20.844","20.536","20.988"
"IMF.RES:WEO(9.0.0)","CMR.NGDPDPC.A","OBS_VALUE","Cameroon","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","1441.322","1495.562","1612.164","1555.419","1559.046","1673.205","1608.326","1737.118","1867.693","2027.399"
"IMF.RES:WEO(9.0.0)","BDI.GGXWDG_NGDP.A","OBS_VALUE","Burundi","Gross debt, General government, Percent of GDP","Annual","Units","46.119","46.902","52.971","60.053","65.900","66.467","68.494","58.059","52.021","40.254"
"IMF.RES:WEO(9.0.0)","DZA.NID_NGDP.A","OBS_VALUE","Algeria","Gross capital formation, Percent of GDP","Annual","Units","54.205","50.927","48.939","47.041","44.520","40.518","35.567","38.307","41.124","39.124"
"IMF.RES:WEO(9.0.0)","BWA.NID_NGDP.A","OBS_VALUE","Botswana","Gross capital formation, Percent of GDP","Annual","Units","22.068","25.006","25.903","30.876","32.794","27.364","26.791","30.296","37.230","36.870"
"IMF.RES:WEO(9.0.0)","AGO.NGDPDPC.A","OBS_VALUE","Angola","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","3936.361","4628.964","3651.304","2926.143","1989.939","2445.388","4002.427","3066.240","3034.488","2930.687"
"IMF.RES:WEO(9.0.0)","BWA.GGXWDG_NGDP.A","OBS_VALUE","Botswana","Gross debt, General government, Percent of GDP","Annual","Units","22.341","19.591","19.642","21.511","23.508","22.282","20.989","22.505","29.867","38.798"
"IMF.RES:WEO(9.0.0)","DZA.NGDPDPC.A","OBS_VALUE","Algeria","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","4426.580","4554.150","4568.244","4452.856","3757.585","4169.218","4982.294","5396.323","5772.289","6095.322"
"IMF.RES:WEO(9.0.0)","BWA.NGDPDPC.A","OBS_VALUE","Botswana","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","6411.552","6705.341","6947.818","6679.188","5863.182","7243.863","7725.804","7255.593","7117.095","6943.157"
"IMF.RES:WEO(9.0.0)","DZA.GGXWDG_NGDP.A","OBS_VALUE","Algeria","Gross debt, General government, Percent of GDP","Annual","Units","18.094","24.015","34.493","40.882","45.967","55.145","48.080","47.655","48.069","54.048"
"IMF.RES:WEO(9.0.0)","COG.NGDPDPC.A","OBS_VALUE","Congo, Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","2106.937","2226.946","2716.492","2509.047","2014.193","2293.987","2339.437","2308.520","2341.632","2419.764"
"IMF.RES:WEO(9.0.0)","COM.NID_NGDP.A","OBS_VALUE","Comoros, Union of the","Gross capital formation, Percent of GDP","Annual","Units","13.144","14.278","15.947","16.473","17.916","16.312","12.535","7.992","7.049","4.607"
"IMF.RES:WEO(9.0.0)","TCD.NID_NGDP.A","OBS_VALUE","Chad","Gross capital formation, Percent of GDP","Annual","Units","28.541","32.953","35.271","33.625","32.787","33.081","28.667","30.872","27.167","27.003"
"IMF.RES:WEO(9.0.0)","TCD.NGDPDPC.A","OBS_VALUE","Chad","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","897.884","882.852","980.058","929.239","901.743","1003.519","1036.609","1039.994","1075.855","1138.773"
"IMF.RES:WEO(9.0.0)","TCD.GGXWDG_NGDP.A","OBS_VALUE","Chad","Gross debt, General government, Percent of GDP","Annual","Units","40.113","39.179","33.786","38.409","41.720","41.563","32.090","32.230","32.659","31.531"
"IMF.RES:WEO(9.0.0)","CPV.NID_NGDP.A","OBS_VALUE","Cabo Verde","Gross capital formation, Percent of GDP","Annual","Units","28.555","29.283","27.486","23.449","28.891","27.750","25.744","23.218","22.224","22.143"
"IMF.RES:WEO(9.0.0)","BDI.NGDPDPC.A","OBS_VALUE","Burundi","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","263.329","275.639","256.051","245.544","244.862","258.815","294.422","313.424","343.603","485.542"
"IMF.RES:WEO(9.0.0)","CMR.GGXWDG_NGDP.A","OBS_VALUE","Cameroon","Gross debt, General government, Percent of GDP","Annual","Units","32.108","36.539","38.335","41.597","44.858","47.154","45.579","43.148","42.830","37.916"
"IMF.RES:WEO(9.0.0)","CAF.NGDPDPC.A","OBS_VALUE","Central African Republic","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","427.282","461.931","493.485","495.904","499.883","524.745","490.160","537.322","531.112","598.522"
"IMF.RES:WEO(9.0.0)","CMR.NID_NGDP.A","OBS_VALUE","Cameroon","Gross capital formation, Percent of GDP","Annual","Units","19.818","19.445","19.538","18.935","17.743","18.127","19.107","19.517","20.714","21.124"
